work_id,mp_id,state,district,ia_id,category,scale,unit,latitude,longitude,recommended_date,recommended_amount,sanction_date,sanctioned_amount,expected_duration_days,status,completion_date,work_description
W00494,MP025,Bihar,Patna,IA023,Drainage / Sewage Line (per km),1.26,km,21.7207,75.51335,2025-09-05,2145856.0,2025-10-17,2125822.34,180,Completed,2026-03-01,Drainage / Sewage Line (per km) at Patna constituency site 8
W00495,MP037,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),0.65,km,27.55266,82.03776,2023-09-23,1027120.64,2023-11-12,1068098.85,180,Completed,2024-06-10,Drainage / Sewage Line (per km) at Muzaffarpur constituency site 9
W00496,MP008,West Bengal,Howrah,IA058,Health Sub-Centre Upgrade,1.0,unit,22.00992,72.60437,2024-10-14,1912547.96,2024-11-30,1865827.04,210,Completed,2025-07-18,Health Sub-Centre Upgrade at Howrah constituency site 10
W00497,MP037,Bihar,Muzaffarpur,IA032,Street Lighting (per 50 units),1.33,batch,27.50743,82.19544,2025-04-20,874198.25,2025-06-06,882458.57,90,Completed,2025-09-08,Street Lighting (per 50 units) at Muzaffarpur constituency site 11
W00498,MP026,Maharashtra,Nagpur,IA001,Drinking Water Facility,1.13,unit,24.54649,85.07708,2025-02-21,872205.89,2025-04-11,885399.07,150,Completed,2025-09-19,Drinking Water Facility at Nagpur constituency site 12
W00499,MP038,Tamil Nadu,Coimbatore,IA015,Drainage / Sewage Line (per km),0.3,km,29.67466,86.18285,2026-01-17,463750.55,2026-02-14,462949.61,180,Completed,2026-08-19,Drainage / Sewage Line (per km) at Coimbatore constituency site 13
W00500,MP012,Uttar Pradesh,Varanasi,IA057,Drainage / Sewage Line (per km),0.94,km,26.5564,84.51888,2025-03-27,1229141.54,2025-04-29,1229337.82,180,Completed,2025-11-08,Drainage / Sewage Line (per km) at Varanasi constituency site 14
W00501,MP023,Tamil Nadu,Coimbatore,IA055,Street Lighting (per 50 units),1.34,batch,29.46105,86.25991,2024-10-06,802735.01,2024-11-02,836164.47,90,Completed,2025-02-22,Street Lighting (per 50 units) at Coimbatore constituency site 15
W00502,MP005,Tamil Nadu,Salem,IA059,Road Construction (per km),2.61,km,26.58362,75.00787,2024-04-25,5559161.48,2024-05-10,5350384.02,270,Completed,2025-05-23,Road Construction (per km) at Salem constituency site 16
W00503,MP023,Tamil Nadu,Coimbatore,IA055,Community Hall,1.0,unit,29.46995,86.42627,2024-07-14,3620670.45,2024-09-04,3668186.15,240,Completed,2025-07-11,Community Hall at Coimbatore constituency site 17
W00504,MP001,West Bengal,Malda,IA014,Public Toilet Complex,1.69,unit,17.27512,82.77912,2024-05-17,639724.2,2024-07-03,644258.64,120,Completed,2024-09-28,Public Toilet Complex at Malda constituency site 18
W00505,MP034,Uttar Pradesh,Gorakhpur,IA060,School Building Renovation,1.55,unit,16.46398,87.59644,2025-01-16,2066956.95,2025-01-28,1965061.33,200,Completed,2025-08-03,School Building Renovation at Gorakhpur constituency site 19
W00506,MP039,Bihar,Gaya,IA025,Drinking Water Facility,2.32,unit,23.21358,73.14993,2025-11-08,2077946.52,2025-12-03,2038883.31,150,Completed,2026-07-26,Drinking Water Facility at Gaya constituency site 20
W00507,MP003,Bihar,Patna,IA023,Drainage / Sewage Line (per km),0.97,km,21.76497,75.53021,2026-01-16,1205054.78,2026-03-10,1183751.67,180,In Progress,,Drainage / Sewage Line (per km) at Patna constituency site 21
W00508,MP005,Tamil Nadu,Salem,IA059,Drinking Water Facility,1.65,unit,26.78101,75.18984,2025-10-31,1475562.77,2025-11-15,1444233.38,150,Completed,2026-06-01,Drinking Water Facility at Salem constituency site 22
W00509,MP017,Uttar Pradesh,Gorakhpur,IA052,Drinking Water Facility,2.43,unit,16.44681,87.58802,2023-11-14,1916791.09,2023-12-22,1949570.19,150,Completed,2024-06-22,Drinking Water Facility at Gorakhpur constituency site 23
W00510,MP020,Tamil Nadu,Coimbatore,IA024,Drainage / Sewage Line (per km),2.01,km,29.553,86.2994,2024-12-14,2484682.2,2024-12-25,2544819.95,180,In Progress,,Drainage / Sewage Line (per km) at Coimbatore constituency site 24
W00511,MP040,Bihar,Gaya,IA025,Drainage / Sewage Line (per km),1.8,km,23.18294,73.08437,2024-09-02,2601401.78,2024-10-11,2532597.75,180,Completed,2025-05-09,Drainage / Sewage Line (per km) at Gaya constituency site 25
W00512,MP033,Uttar Pradesh,Meerut,IA040,Public Toilet Complex,1.88,unit,27.86187,83.10143,2023-12-05,926796.92,2024-02-01,907226.33,120,Completed,2024-05-23,Public Toilet Complex at Meerut constituency site 26
W00513,MP040,Bihar,Gaya,IA025,Road Construction (per km),3.81,km,23.22273,72.99732,2023-06-29,7148027.05,2023-07-11,7274538.73,270,Completed,2023-11-07,Road Construction (per km) at Gaya constituency site 27
W00514,MP014,Maharashtra,Pune,IA003,Health Sub-Centre Upgrade,1.0,unit,20.65109,86.91339,2024-01-13,1501417.22,2024-02-01,1509124.62,210,Completed,2024-08-29,Health Sub-Centre Upgrade at Pune constituency site 28
W00515,MP013,Uttar Pradesh,Gorakhpur,IA008,Public Toilet Complex,1.16,unit,16.39617,87.63723,2024-12-26,496486.31,2025-01-19,497603.12,120,Completed,2025-04-19,Public Toilet Complex at Gorakhpur constituency site 29
W00516,MP031,Uttar Pradesh,Sitapur,IA017,Public Toilet Complex,1.27,unit,26.49831,78.93508,2025-08-23,474805.39,2025-10-09,477895.83,120,Completed,2026-02-24,Public Toilet Complex at Sitapur constituency site 30
W00517,MP003,Bihar,Patna,IA023,Drainage / Sewage Line (per km),2.55,km,21.66594,75.64057,2024-12-28,3186889.15,2025-02-19,3240882.28,180,Completed,2025-09-03,Drainage / Sewage Line (per km) at Patna constituency site 31
W00518,MP021,West Bengal,Howrah,IA045,Health Sub-Centre Upgrade,1.0,unit,21.97697,72.55546,2024-10-25,1929148.42,2024-11-22,1948680.65,210,Completed,2025-07-19,Health Sub-Centre Upgrade at Howrah constituency site 32
W00519,MP038,Tamil Nadu,Coimbatore,IA024,Road Construction (per km),2.96,km,29.63534,86.22723,2025-12-02,5643666.55,2024-10-03,5416235.07,270,In Progress,,Road Construction (per km) at Coimbatore constituency site 33
W00520,MP003,Bihar,Muzaffarpur,IA032,Health Sub-Centre Upgrade,1.0,unit,27.42539,82.08096,2023-05-29,1857494.2,2023-07-19,1850565.77,210,Completed,2024-01-26,Health Sub-Centre Upgrade at Muzaffarpur constituency site 34
W00521,MP028,Tamil Nadu,Madurai,IA044,Health Sub-Centre Upgrade,1.0,unit,26.25254,77.58189,2025-02-03,1677806.1,2025-03-01,1635234.81,210,In Progress,,Health Sub-Centre Upgrade at Madurai constituency site 35
W00522,MP034,Uttar Pradesh,Gorakhpur,IA060,Road Construction (per km),3.94,km,16.52717,87.65515,2024-03-03,6611746.86,2024-03-16,6574575.78,270,In Progress,,Road Construction (per km) at Gorakhpur constituency site 36
W00523,MP021,West Bengal,Howrah,IA058,Community Hall,1.0,unit,22.13649,72.73472,2024-01-27,3199187.97,2024-03-15,3167216.11,240,In Progress,,Community Hall at Howrah constituency site 37
W00524,MP006,Bihar,Muzaffarpur,IA032,School Building Renovation,1.64,unit,27.28479,82.01154,2024-03-02,1991946.63,2024-06-05,2020005.37,200,In Progress,,School Building Renovation at Muzaffarpur constituency site 38
W00525,MP025,Bihar,Patna,IA023,Drainage / Sewage Line (per km),1.33,km,21.68405,75.52866,2024-03-30,1839049.6,2024-05-16,1865128.23,180,Completed,2024-12-11,Drainage / Sewage Line (per km) at Patna constituency site 39
W00526,MP024,Maharashtra,Nagpur,IA035,Road Construction (per km),4.6,km,24.61347,85.23808,2025-04-19,3918975.75,2025-05-19,4144492.94,270,In Progress,,Road Construction (per km) at Nagpur constituency site 40
W00527,MP029,Bihar,Patna,IA023,Drainage / Sewage Line (per km),0.9,km,21.71838,75.51209,2024-10-29,1315019.71,2024-12-12,1298778.85,180,In Progress,,Drainage / Sewage Line (per km) at Patna constituency site 41
W00528,MP015,West Bengal,Malda,IA050,Community Hall,1.0,unit,17.40783,82.91771,2025-11-04,2830950.31,2025-12-24,2864362.53,240,In Progress,,Community Hall at Malda constituency site 42
W00529,MP011,Bihar,Muzaffarpur,IA032,Street Lighting (per 50 units),1.34,batch,27.53668,82.15448,2023-07-21,771943.35,2023-08-31,775851.25,90,Completed,2023-11-23,Street Lighting (per 50 units) at Muzaffarpur constituency site 43
W00530,MP009,Bihar,Muzaffarpur,IA032,Health Sub-Centre Upgrade,1.0,unit,27.5136,81.97537,2024-04-06,1564255.16,2024-05-22,1588792.67,210,Completed,2024-12-19,Health Sub-Centre Upgrade at Muzaffarpur constituency site 44
W00531,MP001,West Bengal,Malda,IA021,Road Construction (per km),3.72,km,17.26952,82.90182,2025-01-21,7003663.87,2025-03-11,7182188.01,270,Completed,2025-10-07,Road Construction (per km) at Malda constituency site 45
W00532,MP010,Bihar,Gaya,IA042,Road Construction (per km),2.15,km,23.32642,73.10865,2023-10-08,4148986.05,2023-11-10,4374433.78,270,Completed,2024-11-11,Road Construction (per km) at Gaya constituency site 46
W00533,MP040,Bihar,Gaya,IA049,Drinking Water Facility,2.1,unit,23.22833,72.9842,2025-12-21,1751242.65,2026-02-12,1736605.99,150,Completed,2026-06-04,Drinking Water Facility at Gaya constituency site 47
W00534,MP014,Maharashtra,Pune,IA003,Community Hall,1.0,unit,20.6476,86.97666,2024-08-19,3165277.79,2024-10-11,2867877.32,240,Completed,2025-03-09,Community Hall at Pune constituency site 48
W00535,MP016,West Bengal,Howrah,IA022,School Building Renovation,1.82,unit,21.92654,72.73139,2023-05-18,2307819.96,2023-06-30,2363018.81,200,Completed,2024-01-23,School Building Renovation at Howrah constituency site 49
W00536,MP026,Maharashtra,Nagpur,IA001,Street Lighting (per 50 units),2.0,batch,24.69913,85.10102,2024-08-26,1007694.21,2024-10-10,1008671.14,90,Completed,2024-11-27,Street Lighting (per 50 units) at Nagpur constituency site 50
W00537,MP008,West Bengal,Howrah,IA045,Road Construction (per km),3.23,km,21.94427,72.61795,2024-09-05,6348210.45,2024-09-16,6459340.66,270,In Progress,,Road Construction (per km) at Howrah constituency site 51
W00538,MP035,West Bengal,Malda,IA007,School Building Renovation,1.26,unit,17.34085,82.93412,2025-06-21,1582423.56,2025-08-12,1635455.6,200,Completed,2026-01-16,School Building Renovation at Malda constituency site 52
W00539,MP001,West Bengal,Malda,IA002,Drinking Water Facility,2.68,unit,17.17249,82.82031,2023-08-06,2575941.33,2023-10-03,2724885.07,150,Completed,2024-02-11,Drinking Water Facility at Malda constituency site 53
W00540,MP023,Tamil Nadu,Coimbatore,IA024,Drainage / Sewage Line (per km),1.98,km,29.5692,86.22167,2025-07-18,2966640.79,2025-08-03,3065464.72,180,Completed,2026-02-06,Drainage / Sewage Line (per km) at Coimbatore constituency site 54
W00541,MP019,Maharashtra,Nashik,IA038,Drainage / Sewage Line (per km),2.65,km,16.99576,79.1469,2025-07-30,3182942.03,2025-09-04,3177600.7,180,Completed,2026-01-20,Drainage / Sewage Line (per km) at Nashik constituency site 55
W00542,MP020,Tamil Nadu,Coimbatore,IA055,Public Toilet Complex,2.75,unit,29.4853,86.22016,2023-08-03,1171784.82,2023-10-01,1136865.85,120,Completed,2024-02-04,Public Toilet Complex at Coimbatore constituency site 56
W00543,MP010,Bihar,Gaya,IA036,Street Lighting (per 50 units),3.51,batch,23.41363,72.88228,2025-03-18,2283165.82,2025-04-28,2261870.28,90,Completed,2025-07-23,Street Lighting (per 50 units) at Gaya constituency site 57
W00544,MP033,Uttar Pradesh,Meerut,IA047,Street Lighting (per 50 units),2.96,batch,27.85807,83.20022,2023-12-18,1897988.85,2024-01-19,1941891.39,90,Completed,2024-04-27,Street Lighting (per 50 units) at Meerut constituency site 58
W00545,MP016,West Bengal,Howrah,IA022,Drinking Water Facility,1.03,unit,22.05911,72.6231,2024-03-04,904277.06,2024-05-02,918049.07,150,Completed,2024-09-14,Drinking Water Facility at Howrah constituency site 59
W00546,MP007,Maharashtra,Nagpur,IA001,Health Sub-Centre Upgrade,1.0,unit,24.57431,85.24091,2025-06-16,1444231.1,2025-07-22,1358501.59,210,Completed,2025-12-04,Health Sub-Centre Upgrade at Nagpur constituency site 60
W00547,MP009,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),1.76,km,27.37436,81.96942,2024-09-30,2889505.72,2024-11-09,2972911.12,180,In Progress,,Drainage / Sewage Line (per km) at Muzaffarpur constituency site 61
W00548,MP022,Uttar Pradesh,Meerut,IA047,Street Lighting (per 50 units),3.06,batch,27.84188,83.1821,2023-07-28,1650609.5,2023-08-30,1689214.99,90,In Progress,,Street Lighting (per 50 units) at Meerut constituency site 62
W00549,MP017,Uttar Pradesh,Gorakhpur,IA008,Public Toilet Complex,1.24,unit,16.45931,87.71624,2024-11-28,526709.24,2024-12-15,517109.51,120,In Progress,,Public Toilet Complex at Gorakhpur constituency site 63
W00550,MP003,Bihar,Patna,IA023,Drainage / Sewage Line (per km),0.33,km,21.54812,75.73279,2025-05-10,463246.31,2025-06-16,478680.23,180,In Progress,,Drainage / Sewage Line (per km) at Patna constituency site 64
W00551,MP005,Tamil Nadu,Coimbatore,IA055,Drainage / Sewage Line (per km),0.66,km,29.44554,86.41704,2023-08-19,917363.34,2023-10-09,960118.84,180,Completed,2024-03-26,Drainage / Sewage Line (per km) at Coimbatore constituency site 65
W00552,MP035,West Bengal,Malda,IA050,Drinking Water Facility,1.04,unit,17.24967,82.84483,2023-08-15,1069311.64,2023-09-12,1062360.26,150,Completed,2024-02-25,Drinking Water Facility at Malda constituency site 66
W00553,MP030,Bihar,Muzaffarpur,IA032,Road Construction (per km),4.99,km,27.29332,82.03645,2024-08-23,8385530.1,2024-09-21,8419598.66,270,Completed,2025-06-21,Road Construction (per km) at Muzaffarpur constituency site 67
W00554,MP037,Bihar,Muzaffarpur,IA032,Health Sub-Centre Upgrade,1.0,unit,27.43564,82.19906,2024-05-04,1639045.99,2024-05-15,1631495.71,210,Completed,2024-12-14,Health Sub-Centre Upgrade at Muzaffarpur constituency site 68
W00555,MP026,Maharashtra,Nagpur,IA035,School Building Renovation,1.4,unit,24.59464,85.05514,2026-02-09,2024204.18,2026-04-03,1951067.64,200,In Progress,,School Building Renovation at Nagpur constituency site 69
W00556,MP040,Bihar,Gaya,IA036,School Building Renovation,1.18,unit,23.27612,72.8917,2023-04-15,1298400.72,2023-05-01,1297618.0,200,Completed,2023-09-21,School Building Renovation at Gaya constituency site 70
W00557,MP019,Maharashtra,Nashik,IA027,Road Construction (per km),0.87,km,16.87629,79.27497,2025-04-22,1287208.15,2025-06-11,1179906.36,270,Completed,2026-01-07,Road Construction (per km) at Nashik constituency site 71
W00558,MP006,Bihar,Muzaffarpur,IA032,Community Hall,1.0,unit,27.30638,82.12246,2025-01-24,2740571.66,2025-02-05,2723571.44,240,Completed,2025-11-18,Community Hall at Muzaffarpur constituency site 72
W00559,MP003,Bihar,Patna,IA023,Street Lighting (per 50 units),3.9,batch,21.6813,75.51125,2024-07-14,2787858.26,2024-07-24,2947404.82,90,Completed,2024-10-20,Street Lighting (per 50 units) at Patna constituency site 73
W00560,MP020,Tamil Nadu,Coimbatore,IA024,School Building Renovation,1.76,unit,29.42728,86.24922,2025-03-31,2061342.52,2025-04-16,2142018.85,200,Completed,2025-10-05,School Building Renovation at Coimbatore constituency site 74
W00561,MP026,Maharashtra,Nagpur,IA034,Community Hall,1.0,unit,24.59425,85.20656,2024-03-14,3468194.43,2024-05-10,3210290.15,240,Completed,2024-12-07,Community Hall at Nagpur constituency site 75
W00562,MP017,Uttar Pradesh,Gorakhpur,IA053,Drinking Water Facility,2.91,unit,16.30971,87.48876,2025-11-06,2695375.56,2025-11-25,2617248.59,150,Completed,2026-05-01,Drinking Water Facility at Gorakhpur constituency site 76
W00563,MP006,Bihar,Muzaffarpur,IA032,School Building Renovation,1.33,unit,27.48079,82.06414,2025-07-25,1712201.54,2025-09-13,1740208.47,200,Completed,2026-03-22,School Building Renovation at Muzaffarpur constituency site 77
W00564,MP005,Tamil Nadu,Salem,IA059,Health Sub-Centre Upgrade,1.0,unit,26.69435,75.06653,2024-08-07,1609019.43,2025-03-24,1561744.28,210,In Progress,,Health Sub-Centre Upgrade at Salem constituency site 78
W00565,MP029,Bihar,Patna,IA023,Street Lighting (per 50 units),2.38,batch,21.62863,75.60346,2023-04-10,1204631.21,2023-05-24,1156334.78,90,Completed,2023-08-07,Street Lighting (per 50 units) at Patna constituency site 79
W00566,MP038,Tamil Nadu,Coimbatore,IA055,Drainage / Sewage Line (per km),1.27,km,29.65391,86.33807,2026-03-23,2085226.27,2024-12-12,2066354.09,180,In Progress,,Drainage / Sewage Line (per km) at Coimbatore constituency site 80
W00567,MP031,Uttar Pradesh,Gorakhpur,IA052,Road Construction (per km),1.68,km,16.30352,87.51845,2025-05-27,2536146.01,2025-07-15,9650953.85,270,Completed,2026-03-05,Road Construction (per km) at Gorakhpur constituency site 81
W00568,MP006,Bihar,Muzaffarpur,IA032,School Building Renovation,1.15,unit,27.414,82.12424,2026-02-20,1181767.8,2026-04-20,1178350.77,200,In Progress,,School Building Renovation at Muzaffarpur constituency site 82
W00569,MP003,Bihar,Patna,IA023,Community Hall,1.0,unit,21.5109,75.71079,2026-01-07,3962500.86,2026-01-18,3859016.35,240,In Progress,,Community Hall at Patna constituency site 83
W00570,MP010,Bihar,Gaya,IA036,Health Sub-Centre Upgrade,1.0,unit,23.3022,72.93589,2024-04-14,1723646.59,2024-05-28,1664024.86,210,Completed,2025-02-03,Health Sub-Centre Upgrade at Gaya constituency site 84
W00571,MP024,Maharashtra,Nagpur,IA016,Street Lighting (per 50 units),2.46,batch,24.78038,85.16118,2023-08-03,1317606.54,2023-08-24,1260320.64,90,Completed,2023-11-30,Street Lighting (per 50 units) at Nagpur constituency site 85
W00572,MP039,Bihar,Gaya,IA049,Drinking Water Facility,1.84,unit,23.22198,72.88226,2023-07-03,1797382.06,2023-08-23,1760407.75,150,Completed,2023-12-31,Drinking Water Facility at Gaya constituency site 86
W00573,MP022,Uttar Pradesh,Meerut,IA018,Drinking Water Facility,2.93,unit,27.79042,83.13672,2026-01-21,2952955.18,2026-02-11,2924199.58,150,In Progress,,Drinking Water Facility at Meerut constituency site 87
W00574,MP027,Uttar Pradesh,Varanasi,IA057,Drainage / Sewage Line (per km),0.6,km,26.30862,84.44329,2025-03-13,971545.06,2025-04-27,963570.18,180,Completed,2025-09-22,Drainage / Sewage Line (per km) at Varanasi constituency site 88
W00575,MP003,Bihar,Patna,IA023,Community Hall,1.0,unit,21.56759,75.66392,2023-06-21,3297073.41,2023-07-09,3494746.07,240,Completed,2024-02-18,Community Hall at Patna constituency site 89
W00576,MP031,Uttar Pradesh,Gorakhpur,IA053,Street Lighting (per 50 units),2.97,batch,16.37956,87.48599,2023-11-17,2056997.68,2023-12-16,2048248.5,90,Completed,2024-02-10,Street Lighting (per 50 units) at Gorakhpur constituency site 90
W00577,MP005,Tamil Nadu,Coimbatore,IA055,Drinking Water Facility,2.78,unit,29.70781,86.1794,2024-04-01,2936661.35,2024-05-26,2967969.93,150,Completed,2024-11-27,Drinking Water Facility at Coimbatore constituency site 91
W00578,MP029,Bihar,Patna,IA023,Street Lighting (per 50 units),3.9,batch,21.54975,75.70256,2026-01-20,2701415.51,2026-02-23,9610594.25,90,Completed,2026-04-27,Street Lighting (per 50 units) at Patna constituency site 92
W00579,MP034,Uttar Pradesh,Gorakhpur,IA054,Public Toilet Complex,2.42,unit,16.47026,87.61175,2024-03-20,1042680.74,2024-05-11,1073596.36,120,Completed,2024-08-24,Public Toilet Complex at Gorakhpur constituency site 93
W00580,MP034,Uttar Pradesh,Gorakhpur,IA054,Street Lighting (per 50 units),1.69,batch,16.44197,87.51529,2025-01-17,1005873.15,2025-03-04,1045890.68,90,Completed,2025-05-05,Street Lighting (per 50 units) at Gorakhpur constituency site 94
